title,year,creator,tags,summary,url,thumbnail
King Arthur Was a Gentleman (1942),,,Arthur Askey | Max Bacon | Al Burnett | Evelyn Dall | Vera Frances | Peter Graves | Brefni O'Rorke | Anne Shelton,Arthur (Arthur Askey) joins the army to prove himself to his girlfriend Susan (Evelyn Dall). His mates trick him into believing a sword that he found is Excalibur. Armed with the sword he heads out to take on the German army. PD In UK At…,https://archive.org/details/KingArthurWasAGentleman1942,https://archive.org/services/img/KingArthurWasAGentleman1942
"Beat The Devil ( 1953) Action, Adventure, Comedy",,,Beat the Devil | Humphrey Bogart,"In this John Huston film -- which features an unusual mix of adventure, comedy and crime elements -- Billy (Humphrey Bogart) and Maria Dannreuther (Gina Lollobrigida) are among a number of travelers stranded in Italy en route to Africa.…",https://archive.org/details/beat-the-devil-1953-action-adventure-comedy-full-length-film,https://archive.org/services/img/beat-the-devil-1953-action-adventure-comedy-full-length-film
Dream of the Red Mansions - 红楼梦,1944,,,"A 1944 Shanghai costume drama, B&W, Mandarin Chinese. One of many movie versions of Dream of the Red Chamber, the famous Chinese novel. An English version of the novel is also archived at…",https://archive.org/details/dreamred,https://archive.org/services/img/dreamred
The Letter (1929) Work Print,,,Jeanne Eagels | Silent,The Letter Year: 1929 Runtime: 65 minutes Film Language(s): English Film Country(s): USA Main Genre: Drama Other Genre(s): Drama Filmed in: Black and White Sound: Mono…,https://archive.org/details/TheLetter1929WorkPrint,https://archive.org/services/img/TheLetter1929WorkPrint
The Treasure Of The Sierra Madre 1948,,ays,The Treasure Of The Sierra Madre 1948,The Treasure Of The Sierra Madre 1948,https://archive.org/details/the-treasure-of-the-sierra-madre-1948_202108,https://archive.org/services/img/the-treasure-of-the-sierra-madre-1948_202108
"Sensuous Nurse, The, L'infermiera 1975",1975,Nello Rossati,Sensuous Nurse | L'infermiera | 1975 | Duilio Del Prete | Mario Pisu | Daniele Vargas | Ursula Andress | Carla Romanelli,"A rich widower suffers from cardiac trouble, and his greedy heirs hire a seductive nurse in the hopes of inducing a heart attack. English dubbing with a nearly 40-year-old Ursula Andress still looking amazing.",https://archive.org/details/sensuous-nurse-the-linfermiera-1975,https://archive.org/services/img/sensuous-nurse-the-linfermiera-1975
Phantom Lady 1944 colorized (Ella Raines),1944,Universal Pictures,feature film | crime drama | film noir | colorized,"An unhappily married man (Alan Curtis) spends the evening with a woman he picked up in a bar. Returning home, he finds his wife strangled and becomes the prime suspect in her murder. Every effort to establish his alibi fails, as no one…",https://archive.org/details/phantom-lady-1944-colorized,https://archive.org/services/img/phantom-lady-1944-colorized
LAST KUNG FU MONK,2010,"Nova Media, 1T Entertainment",쿵푸마스터 | Last Kung Fu Monk | Kung Fu Master | Shaolin Monk | Martial Arts Drama | Peng Zhang Li | Kristen Dougherty | Justin Morck,"쿵푸마스터 Last Kung Fu Monk 🎬 The Last Kung Fu Monk (2010) – Full Movie Review & Details Director: Peng Zhang Li Writers: Peng Zhang Li, Todd McGorry Genre: Action | Drama | Martial Arts Languages: English, Chinese Runtime: 90 minutes…",https://archive.org/details/last_kung_fu_monk,https://archive.org/services/img/last_kung_fu_monk
Who Killed Teddy Bear,1965,Phillips Productions,Crime | Drama | Mystery | Thriller,"Title: Who Killed Teddy Bear Summary: In New York, a disco hostess is stalked by a sexual predator and she requests help from a vice squad detective who takes a personal interest in the case. Directed by: Joseph Cates Actors: Sal Mineo,…",https://archive.org/details/WHOKILLEDTEDDYBEAR1965,https://archive.org/services/img/WHOKILLEDTEDDYBEAR1965
The Intruder 1933,,M H Hoffman Jr,Mysteries | adventures | comedies | ship wrecks | gorilla suits | Monte Blue | Lila Lee | William Davidson,Some will say this is a murder mystery. Others will claim it's an adventure. Still others will insist it's a comedy. But no one can deny this is a wacky movie. So bad it's good? Yup. Directed by Albert Ray. Released in 1933. 2nd release…,https://archive.org/details/TheIntruder1933,https://archive.org/services/img/TheIntruder1933
"The Intimate Stranger (1956, UK) Dir: Joseph Losey, Starring Richard Basehart, Constance Cummings - Film Noir Full Movie",1956,,Joseph Losey | Richard Basehart | Constance Cummings | Mary Murphy | 1950s | Film Noir Full Movies | Film Noir | Drama,"The Intimate Stranger is a 1956 British film noir directed by Joseph Losey, under the pseudonym Alec C. Snowden, and starring Richard Basehart, Mary Murphy, Constance Cummings and Roger Livesey. It was released in the USA as Finger of…",https://archive.org/details/theintimatestranger1956_202002,https://archive.org/services/img/theintimatestranger1956_202002
Sunset Boulevard 1950,,ays,Sunset Boulevard 1950,Sunset Boulevard 1950,https://archive.org/details/sunset-boulevard-1950,https://archive.org/services/img/sunset-boulevard-1950
The Devilish Tenant,,,France | silents,A Geroges Melies film from 1909 in which a new tenant moves in and fills the room with furniture taken from his suitcase.,https://archive.org/details/TheDevilishTenant,https://archive.org/services/img/TheDevilishTenant
Hawaii's Spectacular Volcano Eruptions,,,Volcano | Hawaii | short | documentary | colour,documentary featurette,https://archive.org/details/HawaiisSpectacularVolcanoEruptions,https://archive.org/services/img/HawaiisSpectacularVolcanoEruptions
The Crooked Trail,1936,A.W. Hackel,Western,"After Jim Blake (Johnny Mack Brown) saves Harve Tarlton's (John Merton) life, they become partners in a gold mining claim. After a while Harve reverts to his outlaw way of life. Everyone but Jim seems to know that Harve is bad but Jim…",https://archive.org/details/TheCrookedTrail,https://archive.org/services/img/TheCrookedTrail
Red Planet Mars 1952 colorized (Peter Graves),1952,Melaby Pictures,science fiction | feature film | colorized,"An American scientist (Peter Graves) believes that he has made contact with people on Mars, who inform him that Mars is a utopia and that Earth's people can be saved too, if they return to the worship of God. Revolution sweeps the Earth,…",https://archive.org/details/red-planet-mars,https://archive.org/services/img/red-planet-mars
16 Fathoms Deep,,Irving Allen and Arthur Lake,Dramas | adventures | sponge divers | ‘40s Tampa Florida | Lloyd Bridges | Lon Chaney (Jr) | Arthur Lake | John Qualen,"“Remake is equal to the original” “I absolutely loved this movie!” (IMDB reviews quotes). Adventure and drama among the sponge divers of Tarpon Springs, Florida. Good cast and production. One of Monogram’s A-features. Shot in Anscocolor,…",https://archive.org/details/16FathomsDeep,https://archive.org/services/img/16FathomsDeep
The Misadventures Of Buster Keaton,,,Buster Keaton | talkie | slapstick comedy | 1950s,"A real curiosity in the Buster Keaton canon: “The Misadventures of Buster Keaton” was a theatrical film cobbled together from episodes of “Life with Buster Keaton,” a very-early ‘50s US TV program. In it, he portrayed the owner of a…",https://archive.org/details/TheMisadventuresOfBusterKeaton,https://archive.org/services/img/TheMisadventuresOfBusterKeaton
White Zombie,1932,,Bela Lugosi,"No more uploads I was very satisfied with FTP uploading at archive.org. I was able to see exactly how much of the upload had been completed. I was able to see the rate at which the upload was progressing. And, perhaps most important of…",https://archive.org/details/White_Zombie_1932,https://archive.org/services/img/White_Zombie_1932
The Salesman De Asghar Farhadi Cannes,,ays,The Salesman De Asghar Farhadi Cannes,"synopsis Forced out of their apartment due to dangerous works on a neighboring building, Emad and Rana move into a new flat in the center of Tehran. An incident linked to the previous tenant will dramatically change the young couple’s…",https://archive.org/details/TheSalesmanDeAsgharFarhadiCannes,https://archive.org/services/img/TheSalesmanDeAsgharFarhadiCannes
1932 - Scarface - Scarface el terror del hampa - Howard Hawks - Legendado (Versão Original Legendado Português),1932,,1932 | Film pre-noir | Howard Hawks,For Academic / Educational Use Only derechonoir.wordpress.com,https://archive.org/details/1932-scarface-scarface-el-terror-del-hampa-howard-hawks-vose,https://archive.org/services/img/1932-scarface-scarface-el-terror-del-hampa-howard-hawks-vose
Reptillicus,1961,"Poul Bang, Ray Harryhausen",Poul Bang | action | adventure | fantasy | sci-fi | horror | Ray Harryhausen | stop-motion animation,"After copper miners discover part of the frozen tail of a prehistoric monster in Lapland, scientists inadvertently bring it back to life.",https://archive.org/details/Reptillicus,https://archive.org/services/img/Reptillicus
Woman to Woman,1929,Victor Saville | George Barraud | Margaret Chambers,Drama | Romance,,https://archive.org/details/woman-to-woman_1929,https://archive.org/services/img/woman-to-woman_1929
Chipollino,1961,Soyuzmultfilm,Soyuzmultfilm | RussTV | USSR | Chipollino | Gianni Rodari | Le avventure di Cipollino | Il Romanzo di Cipollino,"Characters of fairy tale are vegetables or fruit: shoemaker Vinogradinka (Grape), the godfather the Pumpkin, the girl the Radish, boy Vishenka (Cherry) etc. The main character a boy-onion Chipollino who struggles against oppressions of…",https://archive.org/details/Chipollino,https://archive.org/services/img/Chipollino
The Taming of the Shrew - Featurette,,,Feature Films | Featurettes | Film Marketing | Royal Gala Performance | Elizabeth Taylor | Richard Burton | Shakespeare films,Featurette featuring a short conversation between Richard Burton and Elizabeth Taylor and footage from the Royal Gall opening for the film.,https://archive.org/details/TheTamingOfTheShrew-Featurette,https://archive.org/services/img/TheTamingOfTheShrew-Featurette
Love At First Bite (FULL MOVIE) (1979),1979,George Hamilton,love at first bite | movie | horror | comedy | george hamilton | arte johnson | richard bejamin | dick shawn,Dracula (George Hamilton) falls in love with a model and wants to meet her.,https://archive.org/details/loveatfirstbite1979,https://archive.org/services/img/loveatfirstbite1979
Confidential,,Nat Levine,Crime dramas | numbers racket | Donald Cook | Evalyn Knapp | Warren Hymer | J Carrol Naish | Theodore von Eltz | Kane Richmond,It's G-men versus the numbers racket in this fast-moving second feature crime drama with an unusually large cast headed by Donald Cook and Evalyn Knapp. Directed by Edward L Cahn. Released in 1935 Complete print,https://archive.org/details/Confidential_101,https://archive.org/services/img/Confidential_101
Ride em Cowgirl,,Coronado Films Inc.,Dorothy Page | Milton Frome | Vince Barnett | Lynn Mayberry,Cowgirl in danger of losing her ranch to the dastardly town villain is helped by good-guy cowboy and his buddy. Advertising tag line is: HI-HO! LADY BUCKAROO! Rhythm never rode the range as delightfully as with the screen's first Lady…,https://archive.org/details/RideEmCowgirl,https://archive.org/services/img/RideEmCowgirl
"Pursued (1947) Robert Mitchum, Teresa Wright, Judith Anderson, Dean Jagger",1947,,Raoul Walsh | Robert Mitchum | Teresa Wright | Judith Anderson | Dean Jagger | Film Noir | Full Movie,"Pursued is a 1947 American Western FILM NOlR. The picture was directed by Raoul Walsh and features Robert Mitchum, Teresa Wright, Judith Anderson, Dean Jagger, Alan Hale Sr. and Harry Carey Jr. The music is by Max Steiner and the…",https://archive.org/details/pursued-1947,https://archive.org/services/img/pursued-1947
Hearts in Exile,1915,,Silent films | Russia | Anarchists,"Silent film set in Russia, where a newly married woman's husband is sent to Siberia along wit one of her former suitors. She attempts to rescue her husband only to find that the former suitor has assumed his identity. No sound.",https://archive.org/details/publicdomainHeartsinExile,https://archive.org/services/img/publicdomainHeartsinExile
Ramsbottom Rides Again,1956,,Comedy | Western | UK,Cast Arthur Askey ... Bill Ramsbottom Glenn Melvyn ... Charlie Sid James ... Black Jake Shani Wallis ... Joan Ramsbottom Frankie Vaughan ... Elmer Betty Marsden ... Florrie Ramsbottom Jerry Desmonde ... Blue Eagle Sabrina ... Girl Danny…,https://archive.org/details/RamsbottomRidesAgain,https://archive.org/services/img/RamsbottomRidesAgain
"""LES VAMPIRES"" (1915) Episode 10-The Terrible Wedding",,,Louis | Feuillade | Musidora | Irma | Vep | les | vampires | serial,"""The Terrible Wedding"" Tenth and final part of Louis Feuillade's serial concerning gangsters called ""les vampires"" in the 1910s in Paris. More info on http://www.imdb.com/title/tt0006206/",https://archive.org/details/lesVampires1915Episode10-theTerribleWedding,https://archive.org/services/img/lesVampires1915Episode10-theTerribleWedding
